Title,Location,Price,Description,Attributes,Post ID,Post Date,Update Date,Notice,Url
Samsung Galaxy  A10e, (Burbank),$35,"QR Code Link to This Post   Working and in nice condition, a Samsung Galaxy A10e in black. This phone has been reset, once was a prepaid tracphone.","['condition: like new', 'make / manufacturer: Samsung', 'mobile OS: android', 'model name / number: Galaxy A10e']",post id: 7404577153,posted: 2021-11-06 18:35,updated: 2021-11-26 14:14,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/burbank-samsung-galaxy-a10e/7404577153.html
iPhone 11 Big screen 64GB Unlocked for any carrier,,$420,"QR Code Link to This Post   We can meet at any cellphone store nearby and connect it with your carrier before purchasing. Includes cellphone case, and wireless charger.  Feel free to leave a contact # for quick reply.","['condition: fair', 'make / manufacturer: Apple 64gb', 'mobile OS: apple iOS', 'model name / number: iPhone 11']",post id: 7404876668,posted: 2021-11-07 13:38,updated: 2021-11-26 14:11,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/nsd/mob/d/escondido-iphone-11-big-screen-64gb/7404876668.html
iPhone 13 Pro 128GB Sierra Blue, (Sun Valley),"$1,150","QR Code Link to This Post   New iPhone 13 Pro 128 GB Sierra Blue, seal, not activated, bought  from apple store.","['condition: new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone 13 Pro 128GB']",post id: 7413007305,posted: 2021-11-26 14:12,updated: 2021-11-27 15:07,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/sun-valley-iphone-13-pro-128gb-sierra/7413007305.html
Google pixel 4a unlocked mint condition, (Lake forest),$250,"QR Code Link to This Post   Mint condition unlocked pixel 4a. It's unlocked, I have Verizon. Clean esn obviously, I've only had it a couple of months and probably can get you a receipt for the warranty, I'm not a sketchy cell phone reseller haha  Free slim case with it Email me if that ads up I still have it Nick",['mobile OS: android'],post id: 7413005058,posted: 2021-11-26 14:06,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/lake-forest-google-pixel-4a-unlocked/7413005058.html
iPhone 4S 32GB White x2, (Pasadena),$75,QR Code Link to This Post   2 Like New - No chips or cracks well taken care of. AT&T but can be unlocked.   $75 for both,"['condition: like new', 'mobile OS: apple iOS']",post id: 7413004883,posted: 2021-11-26 14:06,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sgv/mob/d/pasadena-iphone-4s-32gb-white-x2/7413004883.html
Samsung cell phone With SIM card in phone comes with charger, (Tested work very good),$20,QR Code Link to This Post   Contact Chad  show contact info    Comes With leather pouch To put on your belt,"['condition: excellent', 'mobile OS: other']",post id: 7413002861,posted: 2021-11-26 14:01,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/orange-samsung-cell-phone-with-sim-card/7413002861.html
iPhone 7," (Oxnard,CA)",$100,"QR Code Link to This Post   I'm selling a iPhone 7 with case in great condition. Was given to me as a gift, no need for it.","['condition: excellent', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: IPhone']",post id: 7413000347,posted: 2021-11-26 13:55,,do NOT contact me with unsolicited services or offers,https://ventura.craigslist.org/mob/d/port-hueneme-iphone/7413000347.html
iPhone 11 Pro Max, (Woodland Hills),$750,QR Code Link to This Post   Space Gray  512 GB Factory Unlocked  Please text or call me show contact info  Thanks,"['condition: like new', 'mobile OS: apple iOS']",post id: 7412997978,posted: 2021-11-26 13:49,updated: 2021-11-26 13:59,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/canoga-park-iphone-11-pro-max/7412997978.html
Samsung Galaxy Note 20 5G, (Palmdale),$550,"QR Code Link to This Post   (2) Samsung Note 20 5G 128G Phones  1- Mystic Gray- used with screen protector, case, charger and box- excellent condition.  1- Mystic Green- new never used, case, charger and box.   Both have clean EIN’s and are ready to be connected.","['condition: excellent', 'make / manufacturer: Samsung', 'mobile OS: android', 'model name / number: Galaxy Note 5G']",post id: 7412996223,posted: 2021-11-26 13:45,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/ant/mob/d/palmdale-samsung-galaxy-note-20-5g/7412996223.html
Sell phone cases,,$95,QR Code Link to This Post   Full box electronics phone cases  brand new in the box is over hundred pieces,['mobile OS: apple iOS'],post id: 7406245017,posted: 2021-11-10 13:54,updated: 2021-11-26 13:37,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/el-cajon-sell-phone-cases/7406245017.html
iPhone 8 64GB - Unlocked For Any Carrier, (Cerritos),$220,"QR Code Link to This Post   I have for sale an unlocked iPhone 8 Black 64GB in good condition. It has always had a case on it for protection. Screen is in good condition. No cracks, scratches or dents on the body. Battery health is still very good, currently at 86%. Comes with Incipio DualPro case, wall charger and usb cable.  It is Verizon factory unlocked and will work for carriers such as Verizon, Sprint, AT&T ATT, T-Mobile, Metro PCS, US Cellular, Straight Talk, Cricket, H20 Wireless, etc and any carrier outside the country  Price is $220.  Cash, Zelle, or Venmo only.","['condition: good', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone 8']",post id: 7410994445,posted: 2021-11-21 11:31,updated: 2021-11-26 13:34,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lgb/mob/d/cerritos-iphone-64gb-unlocked-for-any/7410994445.html
iPhone 7 32GB - Unlocked For Any Carrier, (Cerritos),$170,"QR Code Link to This Post   I have for sale an unlocked iPhone 7 Black 32GB in good condition. It has always had a case on it for protection. Screen is in good condition. No cracks or dents on the body. Comes with a case, wall charger, and usb lightning cable  It is Verizon factory unlocked and will work for carriers such as Verizon, Sprint, AT&T ATT, T-Mobile, Metro PCS, US Cellular, Straight Talk, Cricket, H20 Wireless, etc and any carrier outside the country.  Price is $170 obo.  Cash, Zelle, or Venmo only.","['condition: good', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone 7']",post id: 7410993532,posted: 2021-11-21 11:29,updated: 2021-11-26 13:34,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lgb/mob/d/cerritos-iphone-32gb-unlocked-for-any/7410993532.html
Samsung A12, (Alhambra CA),$100,QR Code Link to This Post   Moving Sale.   Unlocked Samsung A12 left by my previous roommate.    Will take best offer.,"['condition: excellent', 'delivery available', 'make / manufacturer: Samsung', 'mobile OS: android', 'model name / number: A12']",post id: 7412988683,posted: 2021-11-26 13:27,,it's ok to contact this poster with services or other commercial interests,https://losangeles.craigslist.org/sgv/mob/d/alhambra-samsung-a12/7412988683.html
Brand new iPhone 12 Pro Max 128gb ATT UNLOCKED $950 obo, (North Hollywood),$950,"QR Code Link to This Post   I have a brand new, iPhone 12 Pro Max 128gb. UNLOCKED  Comes with a top of the self, screen protector, already applied to screen.  Got a new iPhone 12 and this is now surplus.  Can show you it working and sold as seen - still under warranty.  Due to hard time and Covid, need to pay bills and need cash.  Genuine sale , no time wasters please  Call and take this offer before it goes. *****UNLOCKED****  only $950.00 OBO  Kuldip","['condition: new', 'cryptocurrency ok', 'delivery available', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: Iphone 12 Pro Max 128gb']",post id: 7407544287,posted: 2021-11-13 11:50,updated: 2021-11-26 22:01,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/north-hollywood-brand-new-iphone-12-pro/7407544287.html
Polycom CX3000 Conference Phone USED, (Lakeside),$25,"QR Code Link to This Post   Polycom CX3000 Conference Phone USED $25  The Polycom CX3000 delivers exceptional conference call performance in Lync Server 2010 environments.  It features Polycom HD Voice for crystalclear calls and robust interoperability with Lync Server  for an enhanced user experience and easy configuration.  Utilizing Polycom HD Voice technology, the Polycom CX3000 boosts productivity and reduces listener fatigue by turning ordinary conference calls into clear interactive conversations.  CALLS ONLY CASH ONLY","['condition: good', 'make / manufacturer: Polycom', 'mobile OS: other', 'model name / number: CX3000']",post id: 7401386434,posted: 2021-10-30 13:13,updated: 2021-11-26 13:21,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/el-cajon-polycom-cx3000-conference/7401386434.html
Polycom CX3000 Conference Phone USED, (Lakeside),$25,"QR Code Link to This Post   Polycom CX3000 Conference Phone USED $25  The Polycom CX3000 delivers exceptional conference call performance in Lync Server 2010 environments.  It features Polycom HD Voice for crystalclear calls and robust interoperability with Lync Server  for an enhanced user experience and easy configuration.  Utilizing Polycom HD Voice technology, the Polycom CX3000 boosts productivity and reduces listener fatigue by turning ordinary conference calls into clear interactive conversations.  CALLS ONLY CASH ONLY","['condition: good', 'make / manufacturer: Polycom', 'mobile OS: other', 'model name / number: CX3000']",post id: 7402976653,posted: 2021-11-03 09:27,updated: 2021-11-26 13:21,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/el-cajon-polycom-cx3000-conference/7402976653.html
iPhone 8 Plus, (North Hollywood),$250,QR Code Link to This Post   iPhone 8 Plus Space grey 64gb.  Device is in mint condition. Carrier - T Mobile Text me  show contact info,"['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone 8 Plus']",post id: 7411159523,posted: 2021-11-21 19:30,updated: 2021-11-26 13:17,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/north-hollywood-iphone-plus/7411159523.html
Firm Price! NEW in a Package Premium Case for iPhone 11, (EL CAJON),$10,"QR Code Link to This Post   Brand new case, never been used. For pick up in El Cajon only. Price is firm. Only for iPhone 11. PHONE NOT INCLUDED!!","['condition: new', 'mobile OS: apple iOS']",post id: 7400669057,posted: 2021-10-29 01:42,updated: 2021-11-26 13:12,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-new-in-package/7400669057.html
camera printer, (Oxnard),$25,QR Code Link to This Post   like new,['mobile OS: other'],post id: 7405938261,posted: 2021-11-09 22:21,updated: 2021-11-26 13:06,do NOT contact me with unsolicited services or offers,https://ventura.craigslist.org/mob/d/oxnard-camera-printer/7405938261.html
selfie stick, (Oxnard),$10,QR Code Link to This Post   like new,['mobile OS: other'],post id: 7405014889,posted: 2021-11-07 23:32,updated: 2021-11-26 13:02,do NOT contact me with unsolicited services or offers,https://ventura.craigslist.org/mob/d/oxnard-selfie-stick/7405014889.html
FIRM PRICE! NO Offers. NEW Leather Case for iPhone XS Max, (EL CAJON),$10,QR Code Link to This Post   FIRM PRICE. Brand new leather case. Never used. For pick up only in El Cajon. Phone NOT included.,"['condition: new', 'mobile OS: apple iOS']",post id: 7400778026,posted: 2021-10-29 08:29,updated: 2021-11-26 12:58,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-no-offers-new/7400778026.html
LG Prime 2 for Att (Black), (Rowland Heights),$80,"QR Code Link to This Post   LG Prime 2 for Att (Black). Like new. $80. LG Prime 2 is designed for life on the go. The 5.45"" HD+ FullVision display provides vibrant viewing of pictures, videos, emails, texts, and web page content. Feature rich 13MP AF with flash rear and 5MP front cameras help capture your favorite memories and selfies. Up to 16GB of memory and optional microSD support up to 32GB to provide you more than enough space to store all your favorite memories. The long-lasting 3000 mAh battery provides you reliable power on the go.  https://www.att.com/buy/phones/lg-prime-2-16gb-black.html","['condition: like new', 'mobile OS: android']",post id: 7406801128,posted: 2021-11-11 18:54,updated: 2021-11-26 12:54,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sgv/mob/d/rowland-heights-lg-prime-for-att-black/7406801128.html
iphone 6s plus w/ black screen protector, (Riverside),$100,QR Code Link to This Post   iphone 6s plus with a black screen protector on. This iphone has no sim card and is not factory reseted so if bought the person needs a laptop to factory reset it to unlock (can show you how ) . Located by UCR near downtown riverside and only available to be picked up !!!,"['condition: excellent', 'mobile OS: apple iOS']",post id: 7412973746,posted: 2021-11-26 12:53,,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/riverside-iphone-6s-plus-black-screen/7412973746.html
Excellent Unlocked Google Pixel 3 XL with Original Accessories & Extra, (Carmel valley),$225,"QR Code Link to This Post   Excellent unlocked Google Pixel 3 XL with all original accessories and extra cases.  The screen is placed in a protective case since day one of purchase. 100% absolutely great physical and working condition. Phone has been upgraded to the latest Android 12.  Unlocked and available with AT&T, T-Mobile, Mint, TracFone, Verizon,Boost Mobile,Consumer Cellular,Cricket Wireless,FreedomPop,Google Fi,h2o Wireless,Metro,Red Pocket Mobile,Simple Mobile,Spectrum Mobile,SpeedTalk Mobile,Straight Talk,Ting Mobile, Total Wireless,Xfinity Mobile ...  Please see photos for details. Serious local buyers only.","['condition: excellent', 'make / manufacturer: Google', 'mobile OS: android', 'model name / number: Pixel 3 XL Unlocked']",post id: 7412253325,posted: 2021-11-24 10:34,updated: 2021-11-26 12:52,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/san-diego-excellent-unlocked-google/7412253325.html
iPhone 6s 8 PLUS XR 11 Pro Max GALAXY S10+ PLUS S20 NOTE 9 UNLOCKED!, (Los Angeles),$145,"QR Code Link to This Post   It's RISKY buying a phone from random people online, so come to a professional! Many phones get reported lost/stolen AFTER they're purchased so BE CAREFUL! We're a store and have a 30 Day Return Policy so our customers could feel safe, PROTECTED and confident while making their purchase. No Locks/Blocks, Not reported Lost/Stolen, No defects like many phones out there. Just good CLEAN phones. We're a store called Colossal Deals located at 1125 Maple Ave. STE#7 Los Angeles CA 90015. We're open 11am-6pm 7 days a week. Unfortunately the prices are firm. We don't negotiate on price so please don't ask for a discount or offer less than the asking price. The color of the phone will depend on what's in stock. Please Call/Text us before coming to make sure we're still in stock for the phone you want as we could sell out at any moment. Not all phones are always in stock, phones come and go so please call before coming. We prefer you call so we can fully and easily discuss all your needs. Thank you for looking.  Call or Text (we prefer you call) Aaron 310-497-8812 iPhone 6s 16GB $145 iPhone 6s 64GB $175 iPhone 6s PLUS 16GB $175 iPhone 6s PLUS 64GB $199 iPhone 7 32GB $185 iPhone 7 128GB $219 iPhone 7 PLUS 32GB $249 iPhone 7 PLUS 128GB $285 iPhone 8 64GB $225 iPhone 8 PLUS 64GB $319 iPhone 8 PLUS 256GB $359 iPhone XR 64GB $375 iPhone XR 128GB $415 iPhone XS Max 64GB $475 iPhone 11 64GB $475 Galaxy A50 64GB $185 Galaxy S8 64GB $199 Galaxy S8+ PLUS 64GB $235 Galaxy S9 64GB $235 Galaxy S9+ PLUS 64GB $275 Galaxy S10E 128GB $275 Galaxy S10 128GB $299 Galaxy S10+ PLUS 128GB $335 Galaxy S20 128GB $439 Galaxy S20 FE 128GB $439 Galaxy S20 PLUS 128GB $549 Galaxy S20 ULTRA 128GB $675 Galaxy S21 128GB $575 NOTE 9 $319","['make / manufacturer: Apple iPhone', 'mobile OS: apple iOS']",post id: 7412972061,posted: 2021-11-26 12:50,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mod/d/los-angeles-iphone-6s-plus-xr-11-pro/7412972061.html
Samsung Note 20 ultra black 5g, (Spring Valley),$650,QR Code Link to This Post   Used black note20 ultra 128gb.  ATT phone.  No scratches or cracks . Can be unlocked for any other carrier for $50.  Contact omar sixone9 threehundred-nineteen fivetwo.  Selling for only $650 obo,"['condition: like new', 'make / manufacturer: Samsung', 'mobile OS: android', 'model name / number: Note20 ultra']",post id: 7405329286,posted: 2021-11-08 13:42,updated: 2021-11-26 12:43,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/spring-valley-samsung-note-20-ultra/7405329286.html
"WE REPAIR iPhone 6, 6s, 7, 8, X, Xs, Xs Max, 11, 11 Pro", (Bakersfield),$50,"QR Code Link to This Post   Cellnow Store coming from Clovis opens its doors to the Bakersfield community!  Our screen replacement prices: iPhone 5/6/6s = $50 iPhone 6+/6s+ = $60 iPhone 7/7+ = $70 iPhone 8/8+ = $80 iPhone X = $110 iPhone Xr = $110 iPhone Xs = $120 iPhone Xs Max = $170 iPhone 11 = $120 iPhone 11 Pro = $200  iPad Screens As Well!  You can come at any time between  MON-FRI 12:00 PM - 8:00 PM SAT 12:00 PM - 6:00 PM  Cellnow Store 5129 Ming Ave, Bakersfield  If interested contact us at 661-546-4506  IPHONE SCREEN REPAIR REPLACEMENT STORE BUYBACK IPHONE CASH FOR PHONES BUY SELL TRADE FIX CELLPHONE CELLPHONES APPLE IPHONE IPAD IPOD ELECTRONICS IPHONES 6PLUS 7PLUS 8 PLUS X SAMSUNG ANDROID LG MOTOROLA G4 G5 SAMSUNG S5 S6 S7 S8 S9 NOTE NOTE3 NOTE4 NOTE5 SCREEN REPAIR BATTERY REPAIR FRESNO CLOVIS SANGER SELMA FOWLER TULARE BAKERSFIELD LA ARVIN LAMONT SHAFTER WASCO DELANO MCFARLAND VISALIA MADERA XBOX PS4 Wii GAME CONSOLES LAPTOP CHROMEBOOK DELL ACER HP TOSHIBA IPAD 5TH GEN IPAD PRO MACBOOK PRO iMAC CASH TRADE FIX BAKERSFIELD IPHONE 11 IPHONE 12 IPHONE 11 PRO MAX APPLE SELL MY PHONE BUY MY PHONE NEW PHONE CHEAP SCREEN SCREEN REPLACEMENT REPAIR STORES",['mobile OS: apple iOS'],post id: 7412971252,posted: 2021-11-26 12:48,,do NOT contact me with unsolicited services or offers,https://bakersfield.craigslist.org/mod/d/bakersfield-we-repair-iphone-6s-8-xs-xs/7412971252.html
Brand new IPHONE 6 or 6s PROTECTIVE CASE, (burbank),$10,QR Code Link to This Post   Brand new IPHONE 6 or 6s PROTECTIVE CASE   Phone Case NEW IN BOX  10 available  Was $50 each new     All are new sealed in box   $10 each,['mobile OS: apple iOS'],post id: 7402680564,posted: 2021-11-02 14:23,updated: 2021-11-26 12:41,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/burbank-brand-new-iphone-or-6s/7402680564.html
Firm Price! Brand New in a Package Clear Case for Galaxy S21 PLUS, (EL CAJON),$20,"QR Code Link to This Post   Brand new case, never been used. For pick up only in El Cajon. Price is firm. Only for Samsung Galaxy S21 PLUS. PHONE NOT INCLUDED!!","['condition: new', 'mobile OS: android']",post id: 7403814398,posted: 2021-11-05 07:29,updated: 2021-11-26 12:41,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-brand-new-in/7403814398.html
Apple iPhone X - 256GB - Space Gray (T-Mobile) A1901 (GSM).,,$250,"QR Code Link to This Post   Apple iPhone X - 256GB - Space Gray (T-Mobile) A1901 (GSM).  Carrier is T-Mobile.  Clean IMEI   The phone functions 100% normally. However, the screen is lifting on the right side. Apple support says it's common and the battery is swelling. To repair the lifting, the battery will need to be replaced in the Apple store.  Always used with a case and screen protector.  No scratches on screen  Sold as is, pictures are of actual item.","['condition: good', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone X']",post id: 7404608302,posted: 2021-11-06 21:19,updated: 2021-11-26 12:37,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sgv/mob/d/pasadena-apple-iphone-256gb-space-gray/7404608302.html
Brand new Samsung galaxy A11 att cell phone,,$120,QR Code Link to This Post   Brand new cell phone for sale. I only opened the box to take photos.,"['condition: new', 'mobile OS: android']",post id: 7412966230,posted: 2021-11-26 12:37,,do NOT contact me with unsolicited services or offers,https://ventura.craigslist.org/mob/d/thousand-oaks-brand-new-samsung-galaxy/7412966230.html
Sell your Samsung Phones for a Great Price,"
            (google map)
        ",$999,QR Code Link to This Post   WE BUY Most New Samsung Phones  Samsung Galaxy S21 Ultra.  Samsung Galaxy Note 20 Ultra.  Samsung Galaxy S21 Samsung Galaxy S21 Plus Samsung Galaxy S20 Samsung Galaxy S20 Plus Samsung Galaxy S20 Ultra,"['make / manufacturer: Samsung', 'mobile OS: android']",post id: 7412908872,posted: 2021-11-26 10:43,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/santa-ana-sell-your-samsung-phones-for/7412908872.html
Unlocked iPhone 11 256GB -Great Condition, (Santa Monica),$549,"QR Code Link to This Post   Solid iPhone 11 with 256GB of storage to hold your pictures, videos, apps and data. Unlocked. Battery capacity is 90%. No known issues just a great phone.  PICKUP IN SANTA MONICA ONLY. VENMO ONLY - Do not ask to accept Cash App or Zelle.   If the ad is listed, the item is available.","['condition: excellent', 'make / manufacturer: Apple', 'mobile OS: android', 'model name / number: Iphone']",post id: 7412965827,posted: 2021-11-26 12:36,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/wst/mob/d/santa-monica-unlocked-iphone-gb-great/7412965827.html
Apple iPhone 12 128GB Unlocked Black, (Scripps Ranch),$650,"QR Code Link to This Post   Phone 12, Black, 128GB, Unlocked, Model A2172. Mint condition, not a single scratch! Includes original box, new USB-C to Lightning cable, proof of purchase, Zagg Glass Elite VisionGuard+ (installed, $45 value with transferable replacement warranty), and used Speck Presidio Pro Case. For any questions, please let me know!   TEXT ONLY","['condition: like new', 'make / manufacturer: Apple', 'mobile OS: apple iOS']",post id: 7412963879,posted: 2021-11-26 12:32,,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/nsd/mob/d/san-diego-apple-iphone-gb-unlocked-black/7412963879.html
Verizon LG G5 Android Cell Phone Brand New, (Fountain Valley),$150,"QR Code Link to This Post   I'm selling a brand new Verizon LG G5 Android Cell Phone. This phone has never been activated. I ended up buying a different type of cellphone, so I no longer need this one. It does not come with a Sim card, but has everything else. Feel free to contact me at  show contact info  if you're interested.    tags    s9 s10 samsung apple  iphone",['mobile OS: android'],post id: 7408124179,posted: 2021-11-14 22:47,updated: 2021-11-26 12:29,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/fountain-valley-verizon-lg-g5-android/7408124179.html
Firm Price! NEW Glitter Case for iPhone 6 Plus/6S Plus, (El Cajon),$10,"QR Code Link to This Post   Brand new case, never been used. For pick up only in El Cajon. PHONE NOT INCLUDED.","['condition: new', 'mobile OS: apple iOS']",post id: 7406991930,posted: 2021-11-12 09:05,updated: 2021-11-26 12:28,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-new-glitter-case/7406991930.html
Iphone 11 Pro Black 256GB Cracked Back Unlocked, (West Hollywood),$450,"QR Code Link to This Post   I'm selling my iphone 11 Pro Back 256 GB iphone. It's carrier unlocked, clean ESN, and icloud unlocked...just need to put in your sim card.  The back glass is cracked slightly, but all cameras work (no damage on camera glass) and charge is good. Because of this selling as is and ideally for parts.  Text if interested  show contact info","['condition: fair', 'mobile OS: apple iOS']",post id: 7412955752,posted: 2021-11-26 12:15,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/wst/mob/d/los-angeles-iphone-11-pro-black-256gb/7412955752.html
iPhone Charger, (Los Angeles),$25,"QR Code Link to This Post   iPhone Charger  Adapter and Cable  Brand New, Never used.  Asking $25","['condition: new', 'make / manufacturer: Apple', 'mobile OS: apple iOS']",post id: 7412959404,posted: 2021-11-26 12:22,updated: 2021-11-26 12:23,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/wst/mob/d/los-angeles-iphone-charger/7412959404.html
Apple iPhone 6S Plus 32GB Rose Gold, (Tustin),$60,QR Code Link to This Post   I'm selling a working Apple iPhone 6S Plus 32GB Rose Gold. The phone is in great overall condition with minor wear on it. Comes with the phone and a case. Available for immediate pickup. Is unlocked and should work on any network. Just insert your SIM and set it up as it's been fully wiped for use. Cash or Venmo only. Price is firm.,"['condition: good', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone 6S Plus']",post id: 7412957666,posted: 2021-11-26 12:18,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/tustin-apple-iphone-6s-plus-32gb-rose/7412957666.html
iPhone 13 Pro Max Case, (Westminster),$12,QR Code Link to This Post   I have new iPhone 13 pro max case. $12. Text to buy  show contact info . Meet locally.,"['condition: new', 'mobile OS: apple iOS', 'model name / number: iphone 13 pro max']",post id: 7404891347,posted: 2021-11-07 14:15,updated: 2021-11-26 12:17,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/westminster-iphone-13-pro-max-case/7404891347.html
iPhone 13 Pro Max Clear Case., (Westminster),$7,"QR Code Link to This Post   I have brand new clear case for iPhone 13 pro max. This is a good quality clear case. No yellow, stay clear. $7. Text to buy  show contact info . Meet in Westminster city for pick up. Thanks.","['condition: new', 'mobile OS: apple iOS', 'model name / number: iPhone 13 pro max.']",post id: 7404499108,posted: 2021-11-06 14:38,updated: 2021-11-26 12:17,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/westminster-iphone-13-pro-max-clear-case/7404499108.html
iPhone 12 pro max case, (Carlsbad),$25,"QR Code Link to This Post   Full-Body Armor, Brand New never used! If interested please text or call 7six0 8two2 9six8seven, thanks. No scammers no lowballers!","['condition: like new', 'mobile OS: other']",post id: 7408478813,posted: 2021-11-15 15:18,updated: 2021-11-26 12:15,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/nsd/mob/d/carlsbad-iphone-12-pro-max-case/7408478813.html
Iphone X Case, (Carlsbad),$25,"QR Code Link to This Post   Nomad Norween Rustic Brown Leather case with credit card holder. If interested please text or call 7six0 8two2 9six8seven, thanks.","['condition: excellent', 'make / manufacturer: Nomad', 'mobile OS: other', 'model name / number: iPhone X']",post id: 7410346762,posted: 2021-11-19 19:11,updated: 2021-11-26 12:15,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/nsd/mob/d/carlsbad-iphone-case/7410346762.html
SAMSUNG S21 ULTRA 5G, (Coachella),$750,"QR Code Link to This Post   Contour Cut Camera Design  The real metal finish on the main camera adds unity to the design and accentuates the luxury of the haze texture. It’s an iconic new camera design made to turn heads.  High Resolution  Get amazingly clear, high-quality photos with the large 64MP sensor. Even in dark situations, it takes in plenty of light to get the rich image quality. It’s all in the details. Galaxy S21 5G operates in conjunction with a Sony image sensor.  Space Zoom  With Hybrid Optic Zoom and enhanced Super Resolution you can zoom up to 30X2 with clarity and precision.3 And the new Zoom Lock helps stabilize your shots.  8K Video  Get cinema quality video in the palm of your hands. Capture incredible detail in 8K resolution with super smooth action at 24 frames per second.  The fastest chip ever in Galaxy  Witness the fastest chip ever in a Galaxy. With a 5nm processor on board, you get seamless multitasking and hyper-fast content streaming.  Intelligent Battery  Power through your day. And then more.4 Galaxy S21 5G's battery is big and smart, learning your app usage style to optimize power consumption.  Super Smooth 120Hz  The 120Hz refresh rate allows for the smoothest scrolling screen to keep up with all your feeds. It even has built-in intelligence to optimize your viewing based on your content.  Dynamic AMOLED 2X  Unbelievably bright. Incredibly vivid. Surprisingly smooth. That’s precisely the viewing experience you’ll get with the Dynamic AMOLED 2X, even under bright sunlight! Thanks to our Eye Comfort Shield, it even intelligently adjusts blue light so your eyes won't feel so tired.","['condition: like new', 'mobile OS: android']",post id: 7412942520,posted: 2021-11-26 11:48,,do NOT contact me with unsolicited services or offers,https://palmsprings.craigslist.org/mob/d/coachella-samsung-s21-ultra-5g/7412942520.html
Firm Price! Brand New Case for iPhone 12 or 12 PRO, (El Cajon),$20,"QR Code Link to This Post   Brand new case, never been used. Only for iPhone 12 or 12 PRO (NOT for 12 MINI or 12 PRO MAX). For pick up in El Cajon only. Price is firm! PHONE NOT INCLUDED!!","['condition: new', 'mobile OS: apple iOS']",post id: 7410065677,posted: 2021-11-19 08:46,updated: 2021-11-26 12:10,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/el-cajon-firm-price-brand-new-case-for/7410065677.html
